step,time,rain_volume,eta_volume,max_eta,min_eta
109,10.90,0.000021,37.995174,99994.843750,-99995.093750
110,11.00,0.000021,36.847801,99994.585938,-99996.320312
111,11.10,0.000021,37.133099,99991.140625,-99995.093750
112,11.20,0.000021,38.379337,99995.281250,-99995.093750
113,11.30,0.000020,37.277359,99991.140625,-99995.093750
114,11.40,0.000020,37.259583,99991.140625,-99995.093750
115,11.50,0.000020,38.209980,99991.140625,-99995.156250
116,11.60,0.000020,37.559662,99991.140625,-99995.093750
117,11.70,0.000020,37.337677,99995.203125,-99998.250000
118,11.80,0.000019,38.262428,99991.140625,-99995.093750
119,11.90,0.000019,37.606670,99998.859375,-99995.093750
120,12.00,0.000019,37.894524,99994.343750,-99995.359375
121,12.10,0.000019,38.352947,99991.406250,-99995.093750
122,12.20,0.000019,37.667782,99991.406250,-99995.093750
123,12.30,0.000019,37.828857,99998.398438,-99995.093750
124,12.40,0.000018,38.532791,99992.148438,-99995.093750
125,12.50,0.000018,37.872028,99991.406250,-99997.625000
126,12.60,0.000018,37.923538,99991.140625,-99995.093750
127,12.70,0.000018,38.233212,99991.140625,-99995.093750
128,12.80,0.000018,37.814861,99991.140625,-99995.093750
129,12.90,0.000017,37.838871,99991.140625,-99995.093750
130,13.00,0.000017,38.679180,99991.140625,-99999.765625
131,13.10,0.000017,37.999149,99991.140625,-99995.093750
132,13.20,0.000017,37.861168,99998.421875,-99999.945312
133,13.30,0.000017,38.443298,99991.140625,-99995.093750
134,13.40,0.000017,38.076149,99991.140625,-99995.093750
135,13.50,0.000016,37.807793,99998.601562,-99995.093750
136,13.60,0.000016,38.605011,99991.140625,-99995.093750
137,13.70,0.000016,38.174305,99999.507812,-99995.093750
138,13.80,0.000016,38.264370,99999.507812,-99995.093750
139,13.90,0.000016,38.446739,99999.507812,-99995.093750
140,14.00,0.000016,37.879036,99999.507812,-99995.093750
141,14.10,0.000015,38.072598,99999.507812,-99999.328125
142,14.20,0.000015,38.644894,99999.507812,-99995.093750
143,14.30,0.000015,38.006145,99991.140625,-99995.093750
144,14.40,0.000015,38.396355,99992.648438,-99995.093750
145,14.50,0.000015,38.582333,99998.492188,-99995.093750
146,14.60,0.000015,38.182396,99991.140625,-99995.093750
147,14.70,0.000015,38.034710,99991.140625,-99995.093750
148,14.80,0.000014,38.826912,99991.140625,-99995.093750
149,14.90,0.000014,38.341110,99991.140625,-99996.429688
150,15.00,0.000014,38.276264,99991.140625,-99995.093750
151,15.10,0.000014,38.601315,99991.140625,-99995.093750
152,15.20,0.000014,38.434471,99997.125000,-99995.093750
153,15.30,0.000014,38.269764,99991.140625,-99995.093750
154,15.40,0.000014,38.503345,99991.140625,-99997.796875
155,15.50,0.000013,38.409382,99997.859375,-99995.093750
156,15.60,0.000013,38.513954,99994.476562,-99995.093750
157,15.70,0.000013,38.519398,99996.750000,-99995.937500
158,15.80,0.000013,38.519321,99991.140625,-99995.093750
159,15.90,0.000013,38.424877,99999.648438,-99995.093750
160,16.00,0.000013,38.563923,99991.140625,-99998.046875
161,16.10,0.000013,38.534451,99991.140625,-99995.093750
162,16.20,0.000013,38.570381,99991.140625,-99996.429688
163,16.30,0.000012,38.744278,99995.242188,-99995.093750
164,16.40,0.000012,38.628021,99992.875000,-99995.093750
165,16.50,0.000012,38.484428,99992.875000,-99995.406250
166,16.60,0.000012,38.487522,99992.875000,-99995.093750
167,16.70,0.000012,38.511723,99992.875000,-99996.484375
168,16.80,0.000012,38.700756,99992.875000,-99995.093750
169,16.90,0.000012,38.676464,99996.632812,-99998.085938
170,17.00,0.000012,38.589855,99993.593750,-99996.992188
171,17.10,0.000011,38.524475,99993.242188,-99996.992188
172,17.20,0.000011,38.616425,99995.101562,-99996.992188
173,17.30,0.000011,38.639153,99998.125000,-99996.992188
174,17.40,0.000011,38.523010,99992.875000,-99996.992188
175,17.50,0.000011,38.651585,99999.937500,-99997.210938
176,17.60,0.000011,38.625740,99992.875000,-99995.093750
177,17.70,0.000011,38.496372,99992.875000,-99995.093750
178,17.80,0.000011,38.650211,99992.875000,-99995.093750
179,17.90,0.000011,38.552483,99995.734375,-99995.093750
180,18.00,0.000010,38.477573,99994.281250,-99995.093750
181,18.10,0.000010,38.602386,99998.679688,-99995.093750
182,18.20,0.000010,38.543339,99992.875000,-99995.093750
183,18.30,0.000010,38.557709,99992.875000,-99996.351562
184,18.40,0.000010,38.576889,99993.078125,-99995.093750
185,18.50,0.000010,38.733749,99992.875000,-99995.093750
186,18.60,0.000010,38.553230,99992.875000,-99996.335938
187,18.70,0.000010,38.503529,99992.875000,-99995.093750
188,18.80,0.000010,38.701542,99998.742188,-99995.093750
189,18.90,0.000010,38.610252,99992.875000,-99995.093750
190,19.00,0.000009,38.536781,99992.875000,-99995.093750
191,19.10,0.000009,38.590122,99993.968750,-99997.085938
192,19.20,0.000009,38.568653,99992.875000,-99995.093750
193,19.30,0.000009,38.574242,99992.875000,-99995.093750
194,19.40,0.000009,38.715942,99992.875000,-99995.093750
195,19.50,0.000009,38.461464,99992.875000,-99995.093750
196,19.60,0.000009,38.606857,99993.367188,-99998.812500
197,19.70,0.000009,38.673279,99992.875000,-99995.093750
198,19.80,0.000009,38.599438,99992.875000,-99995.093750
199,19.90,0.000009,38.504143,99997.703125,-99995.093750
200,20.00,0.000009,38.705772,99992.875000,-99995.093750
201,20.10,0.000008,38.505039,99993.531250,-99995.093750
202,20.20,0.000008,38.738674,99992.875000,-99995.093750
203,20.30,0.000008,38.592461,99992.875000,-99995.093750
204,20.40,0.000008,38.550598,99992.875000,-99995.093750
205,20.50,0.000008,38.522507,99996.289062,-99995.093750
206,20.60,0.000008,38.665737,99992.875000,-99995.093750
207,20.70,0.000008,38.521664,99992.875000,-99995.093750
208,20.80,0.000008,38.649483,99992.875000,-99995.093750
209,20.90,0.000008,38.578854,99996.867188,-99995.093750
210,21.00,0.000008,38.525993,99992.875000,-99995.093750
211,21.10,0.000008,38.492485,99992.875000,-99995.093750
212,21.20,0.000008,38.627335,99992.875000,-99995.093750
213,21.30,0.000008,38.633320,99993.398438,-99995.093750
214,21.40,0.000007,38.659954,99999.101562,-99995.093750
215,21.50,0.000007,38.533131,99992.875000,-99995.093750
216,21.60,0.000007,38.469116,99992.875000,-99995.093750
217,21.70,0.000007,38.577106,99998.195312,-99996.218750
218,21.80,0.000007,38.539562,99992.875000,-99995.093750
219,21.90,0.000007,38.484657,99999.750000,-99995.093750
220,22.00,0.000007,38.572594,99992.875000,-99997.421875
221,22.10,0.000007,38.534145,99992.875000,-99995.093750
222,22.20,0.000007,38.487743,99992.875000,-99995.093750
223,22.30,0.000007,38.449413,99992.875000,-99995.093750
224,22.40,0.000007,38.573444,99992.875000,-99995.093750
225,22.50,0.000007,38.492565,99992.875000,-99995.093750
226,22.60,0.000007,38.509251,99998.023438,-99995.093750
227,22.70,0.000007,38.593063,99992.875000,-99995.093750
228,22.80,0.000006,38.491119,99998.898438,-99995.093750
229,22.90,0.000006,38.564697,99992.875000,-99995.093750
230,23.00,0.000006,38.516331,99992.875000,-99996.742188
231,23.10,0.000006,38.509075,99992.875000,-99995.093750
232,23.20,0.000006,38.463215,99992.875000,-99995.093750
233,23.30,0.000006,38.643581,99995.828125,-99998.515625
234,23.40,0.000006,38.371429,99992.875000,-99995.093750
235,23.50,0.000006,38.505325,99996.875000,-99995.093750
236,23.60,0.000006,38.516899,99999.164062,-99997.437500
237,23.70,0.000006,38.538940,99992.875000,-99998.171875
238,23.80,0.000006,38.448982,99992.875000,-99995.093750
239,23.90,0.000006,38.538303,99992.875000,-99999.101562
240,24.00,0.000006,38.508160,99992.875000,-99999.101562
241,24.10,0.000006,38.463505,99992.875000,-99999.101562
242,24.20,0.000006,38.502090,99995.968750,-99999.101562
243,24.30,0.000006,38.502083,99992.875000,-99999.101562
244,24.40,0.000006,38.410461,99996.890625,-99999.101562
245,24.50,0.000005,38.549446,99992.875000,-99999.101562
246,24.60,0.000005,38.436798,99992.875000,-99999.101562
247,24.70,0.000005,38.377064,99992.875000,-99999.101562
248,24.80,0.000005,38.489895,99995.328125,-99999.101562
249,24.90,0.000005,38.489758,99995.835938,-99999.101562
250,25.00,0.000005,38.393726,99992.875000,-99999.101562
251,25.10,0.000005,38.432411,99992.875000,-99999.101562
252,25.20,0.000005,38.385235,99992.875000,-99999.101562
253,25.30,0.000005,38.443329,99992.875000,-99999.101562
254,25.40,0.000005,38.411674,99995.390625,-99999.101562
255,25.50,0.000005,38.522015,99998.617188,-99999.101562
256,25.60,0.000005,38.403435,99999.828125,-99999.101562
257,25.70,0.000005,38.426411,99992.875000,-99999.101562
258,25.80,0.000005,38.381538,99992.875000,-99999.101562
259,25.90,0.000005,38.460182,99996.703125,-99999.101562
260,26.00,0.000005,38.308872,99993.554688,-99999.101562
261,26.10,0.000005,38.489265,99992.875000,-99999.101562
262,26.20,0.000005,38.344135,99994.898438,-99999.101562
263,26.30,0.000005,38.337700,99999.710938,-99999.101562
264,26.40,0.000005,38.309021,99992.875000,-99999.101562
265,26.50,0.000004,38.455940,99992.875000,-99999.101562
266,26.60,0.000004,38.302513,99992.875000,-99999.468750
267,26.70,0.000004,38.361511,99992.875000,-99999.101562
268,26.80,0.000004,38.384739,99992.875000,-99999.101562
269,26.90,0.000004,38.330822,99992.875000,-99999.101562
270,27.00,0.000004,38.300144,99992.992188,-99999.101562
271,27.10,0.000004,38.313339,99993.484375,-99999.101562
272,27.20,0.000004,38.310154,99998.718750,-99999.101562
273,27.30,0.000004,38.311501,99997.523438,-99999.101562
274,27.40,0.000004,38.281750,99998.960938,-99999.101562
275,27.50,0.000004,38.347641,99998.835938,-99999.101562
276,27.60,0.000004,38.341202,99996.179688,-99999.101562
277,27.70,0.000004,38.286777,99998.921875,-99999.101562
278,27.80,0.000004,38.279594,99992.875000,-99999.101562
279,27.90,0.000004,38.281406,99992.875000,-99999.101562
280,28.00,0.000004,38.299042,99992.875000,-99999.101562
281,28.10,0.000004,38.328434,99992.875000,-99999.101562
282,28.20,0.000004,38.297401,99992.875000,-99999.460938
283,28.30,0.000004,38.284779,99998.953125,-99999.101562
284,28.40,0.000004,38.239330,99992.875000,-99999.101562
285,28.50,0.000004,38.261673,99992.875000,-99999.101562
286,28.60,0.000004,38.271961,99992.875000,-99999.101562
287,28.70,0.000004,38.265583,99994.125000,-99999.101562
288,28.80,0.000004,38.261642,99992.875000,-99999.101562
289,28.90,0.000004,38.294331,99992.875000,-99999.101562
290,29.00,0.000003,38.285255,99992.875000,-99999.101562
291,29.10,0.000003,38.266335,99992.875000,-99999.101562
292,29.20,0.000003,38.236244,99992.875000,-99999.101562
293,29.30,0.000003,38.265778,99999.742188,-99999.742188
294,29.40,0.000003,38.313053,99999.742188,-99999.742188
295,29.50,0.000003,38.211437,99999.742188,-99999.742188
296,29.60,0.000003,38.224072,99999.742188,-99999.867188
297,29.70,0.000003,38.223900,99999.742188,-99999.742188
298,29.80,0.000003,38.224953,99999.742188,-99999.742188
299,29.90,0.000003,38.161476,99999.742188,-99999.742188
300,30.00,0.000003,38.259953,99999.742188,-99999.742188
301,30.10,0.000003,38.194988,99999.742188,-99999.742188
302,30.20,0.000003,38.188457,99999.742188,-99999.742188
303,30.30,0.000003,38.196297,99999.742188,-99999.742188
304,30.40,0.000003,38.289204,99999.742188,-99999.742188
305,30.50,0.000003,38.156723,99999.742188,-99999.742188
306,30.60,0.000003,38.224403,99999.742188,-99999.742188
307,30.70,0.000003,38.224274,99999.742188,-99999.742188
308,30.80,0.000003,38.251339,99999.742188,-99999.742188
309,30.90,0.000003,38.180218,99999.742188,-99999.742188
310,31.00,0.000003,38.184822,99999.742188,-99999.742188
311,31.10,0.000003,38.233891,99999.742188,-99999.742188
312,31.20,0.000003,38.147900,99999.742188,-99999.742188
313,31.30,0.000003,38.202675,99999.742188,-99999.742188
314,31.40,0.000003,38.210091,99999.742188,-99999.742188
315,31.50,0.000003,38.153236,99999.742188,-99999.742188
316,31.60,0.000003,38.157921,99999.742188,-99999.742188
317,31.70,0.000003,38.129337,99999.742188,-99999.742188
318,31.80,0.000003,38.176437,99999.742188,-99999.742188
319,31.90,0.000003,38.231544,99999.742188,-99999.742188
320,32.00,0.000003,38.157719,99999.742188,-99999.742188
321,32.10,0.000003,38.113209,99999.742188,-99999.742188
322,32.20,0.000003,38.203472,99999.742188,-99999.742188
323,32.30,0.000003,38.180912,99999.742188,-99999.742188
324,32.40,0.000002,38.118366,99999.742188,-99999.742188
325,32.50,0.000002,38.109364,99999.742188,-99999.742188
326,32.60,0.000002,38.208763,99999.742188,-99999.742188
327,32.70,0.000002,38.149166,99999.742188,-99999.742188
328,32.80,0.000002,38.112453,99999.742188,-99999.742188
329,32.90,0.000002,38.143398,99999.742188,-99999.742188
330,33.00,0.000002,38.223534,99999.742188,-99999.742188
331,33.10,0.000002,38.164238,99999.742188,-99999.742188
332,33.20,0.000002,38.143135,99999.742188,-99999.742188
333,33.30,0.000002,38.178749,99999.742188,-99999.742188
334,33.40,0.000002,38.137913,99999.742188,-99999.742188
335,33.50,0.000002,38.110218,99999.742188,-99999.742188
336,33.60,0.000002,38.168320,99999.742188,-99999.742188
337,33.70,0.000002,38.162601,99999.742188,-99999.742188
338,33.80,0.000002,38.119987,99999.742188,-99999.742188
339,33.90,0.000002,38.106777,99999.742188,-99999.742188
340,34.00,0.000002,38.192959,99999.742188,-99999.742188
341,34.10,0.000002,38.103451,99999.742188,-99999.742188
342,34.20,0.000002,38.139500,99999.742188,-99999.742188
343,34.30,0.000002,38.162655,99999.742188,-99999.742188
344,34.40,0.000002,38.166569,99999.742188,-99999.742188
345,34.50,0.000002,38.078972,99999.742188,-99999.742188
346,34.60,0.000002,38.219200,99999.742188,-99999.742188
347,34.70,0.000002,38.125294,99999.742188,-99999.742188
348,34.80,0.000002,38.127155,99999.742188,-99999.742188
349,34.90,0.000002,38.237465,99999.742188,-99999.742188
350,35.00,0.000002,38.096489,99999.742188,-99999.742188
351,35.10,0.000002,38.105141,99999.742188,-99999.742188
352,35.20,0.000002,38.210567,99999.742188,-99999.742188
353,35.30,0.000002,38.075455,99999.742188,-99999.820312
354,35.40,0.000002,38.142944,99999.742188,-99999.742188
355,35.50,0.000002,38.174934,99999.742188,-99999.742188
356,35.60,0.000002,38.172283,99999.742188,-99999.742188
357,35.70,0.000002,38.056751,99999.742188,-99999.742188
358,35.80,0.000002,38.112801,99999.742188,-99999.742188
359,35.90,0.000002,38.114285,99999.742188,-99999.742188
360,36.00,0.000002,38.145603,99999.742188,-99999.742188
361,36.10,0.000002,38.135670,99999.742188,-99999.742188
362,36.20,0.000002,38.121037,99999.742188,-99999.742188
363,36.30,0.000002,38.072266,99999.742188,-99999.742188
364,36.40,0.000002,38.109417,99999.742188,-99999.742188
365,36.50,0.000002,38.125980,99999.742188,-99999.742188
366,36.60,0.000002,38.109436,99999.742188,-99999.742188
367,36.70,0.000002,38.078236,99999.742188,-99999.742188
368,36.80,0.000002,38.123726,99999.742188,-99999.742188
369,36.90,0.000002,38.044754,99999.742188,-99999.742188
370,37.00,0.000002,38.017872,99999.742188,-99999.742188
371,37.10,0.000002,38.128666,99999.742188,-99999.742188
372,37.20,0.000002,38.195412,99999.742188,-99999.742188
373,37.30,0.000002,38.037212,99999.742188,-99999.742188
374,37.40,0.000002,38.101067,99999.742188,-99999.742188
375,37.50,0.000001,38.148811,99999.742188,-99999.742188
376,37.60,0.000001,38.108910,99999.742188,-99999.742188
377,37.70,0.000001,38.096981,99999.742188,-99999.742188
378,37.80,0.000001,38.147247,99999.742188,-99999.742188
379,37.90,0.000001,38.166653,99999.742188,-99999.742188
380,38.00,0.000001,38.085670,99999.742188,-99999.742188
381,38.10,0.000001,38.129650,99999.742188,-99999.742188
382,38.20,0.000001,38.105164,99999.742188,-99999.742188
383,38.30,0.000001,38.121223,99999.742188,-99999.742188
384,38.40,0.000001,38.089813,99999.742188,-99999.742188
385,38.50,0.000001,38.107098,99999.742188,-99999.742188
386,38.60,0.000001,38.106441,99999.742188,-99999.742188
387,38.70,0.000001,38.106903,99999.742188,-99999.742188
388,38.80,0.000001,38.055347,99999.742188,-99999.742188
389,38.90,0.000001,38.127945,99999.742188,-99999.742188
390,39.00,0.000001,38.029549,99999.742188,-99999.742188
391,39.10,0.000001,38.131290,99999.742188,-99999.742188
392,39.20,0.000001,38.109695,99999.742188,-99999.742188
393,39.30,0.000001,38.095192,99999.742188,-99999.742188
394,39.40,0.000001,38.001629,99999.742188,-99999.742188
395,39.50,0.000001,38.102123,99999.742188,-99999.742188
396,39.60,0.000001,38.088123,99999.742188,-99999.742188
397,39.70,0.000001,38.064640,99999.742188,-99999.742188
398,39.80,0.000001,37.966537,99999.742188,-99999.742188
399,39.90,0.000001,38.105633,99999.742188,-99999.742188
400,40.00,0.000001,38.063618,99999.742188,-99999.742188
401,40.10,0.000001,38.130585,99999.742188,-99999.742188
402,40.20,0.000001,37.993748,99999.742188,-99999.742188
403,40.30,0.000001,38.117702,99999.742188,-99999.742188
404,40.40,0.000001,38.043224,99999.742188,-99999.742188
405,40.50,0.000001,38.024979,99999.742188,-99999.742188
406,40.60,0.000001,38.032043,99999.742188,-99999.742188
407,40.70,0.000001,38.081669,99999.742188,-99999.742188
408,40.80,0.000001,38.068077,99999.742188,-99999.742188
409,40.90,0.000001,38.047848,99999.742188,-99999.742188
410,41.00,0.000001,38.039265,99999.742188,-99999.742188
411,41.10,0.000001,38.014114,99999.835938,-99999.742188
412,41.20,0.000001,38.018764,99999.742188,-99999.742188
413,41.30,0.000001,38.047916,99999.742188,-99999.742188
414,41.40,0.000001,38.025620,99999.742188,-99999.742188
415,41.50,0.000001,38.068230,99999.742188,-99999.742188
416,41.60,0.000001,37.984901,99999.742188,-99999.742188
417,41.70,0.000001,38.046284,99999.742188,-99999.742188
418,41.80,0.000001,37.971989,99999.742188,-99999.742188
419,41.90,0.000001,38.047867,99999.742188,-99999.742188
420,42.00,0.000001,37.989731,99999.742188,-99999.742188
421,42.10,0.000001,38.089436,99999.742188,-99999.742188
422,42.20,0.000001,37.963100,99999.742188,-99999.742188
423,42.30,0.000001,37.988777,99999.742188,-99999.742188
424,42.40,0.000001,38.029427,99999.742188,-99999.742188
425,42.50,0.000001,38.021523,99999.742188,-99999.742188
426,42.60,0.000001,38.032894,99999.742188,-99999.742188
427,42.70,0.000001,38.024334,99999.742188,-99999.742188
428,42.80,0.000001,38.004265,99999.742188,-99999.742188
429,42.90,0.000001,37.984806,99999.742188,-99999.742188
430,43.00,0.000001,37.968945,99999.742188,-99999.742188
431,43.10,0.000001,38.007778,99999.742188,-99999.742188
432,43.20,0.000001,37.956024,99999.742188,-99999.742188
433,43.30,0.000001,38.035553,99999.742188,-99999.742188
434,43.40,0.000001,38.002953,99999.742188,-99999.742188
435,43.50,0.000001,37.937805,99999.742188,-99999.742188
436,43.60,0.000001,37.967361,99999.742188,-99999.742188
437,43.70,0.000001,37.936958,99999.742188,-99999.742188
438,43.80,0.000001,37.966190,99999.742188,-99999.742188
439,43.90,0.000001,37.947186,99999.742188,-99999.742188
440,44.00,0.000001,37.967415,99999.742188,-99999.742188
441,44.10,0.000001,37.935883,99999.742188,-99999.742188
442,44.20,0.000001,37.915253,99999.742188,-99999.742188
443,44.30,0.000001,37.980793,99999.742188,-99999.742188
444,44.40,0.000001,38.002377,99999.742188,-99999.742188
445,44.50,0.000001,37.991474,99999.742188,-99999.742188
446,44.60,0.000001,37.965820,99999.742188,-99999.742188
447,44.70,0.000001,37.989082,99999.742188,-99999.742188
448,44.80,0.000001,37.935947,99999.742188,-99999.742188
449,44.90,0.000001,37.951550,99999.742188,-99999.742188
450,45.00,0.000001,37.988628,99999.742188,-99999.742188
451,45.10,0.000001,37.926212,99999.742188,-99999.742188
452,45.20,0.000001,37.973701,99999.742188,-99999.742188
453,45.30,0.000001,37.985592,99999.742188,-99999.742188
454,45.40,0.000001,37.919464,99999.742188,-99999.742188
455,45.50,0.000001,37.908386,99999.742188,-99999.742188
456,45.60,0.000001,37.935268,99999.742188,-99999.742188
457,45.70,0.000001,37.971550,99999.742188,-99999.742188
458,45.80,0.000001,37.914604,99999.742188,-99999.742188
459,45.90,0.000001,37.961800,99999.742188,-99999.742188
460,46.00,0.000001,38.008442,99999.742188,-99999.742188
461,46.10,0.000001,38.005890,99999.742188,-99999.742188
462,46.20,0.000001,37.978058,99999.804688,-99999.742188
463,46.30,0.000001,37.971935,99999.742188,-99999.742188
464,46.40,0.000001,38.016937,99999.742188,-99999.742188
465,46.50,0.000001,38.044559,99999.742188,-99999.742188
466,46.60,0.000001,37.936890,99999.742188,-99999.742188
467,46.70,0.000001,38.012009,99999.742188,-99999.742188
468,46.80,0.000001,38.058037,99999.742188,-99999.742188
469,46.90,0.000001,38.033760,99999.742188,-99999.742188
470,47.00,0.000001,38.015820,99999.742188,-99999.742188
471,47.10,0.000001,38.126259,99999.742188,-99999.742188
472,47.20,0.000001,38.069607,99999.742188,-99999.742188
473,47.30,0.000001,38.008755,99999.742188,-99999.742188
474,47.40,0.000001,38.134315,99999.742188,-99999.742188
475,47.50,0.000001,38.166565,99999.742188,-99999.742188
476,47.60,0.000001,38.061653,99999.742188,-99999.742188
477,47.70,0.000001,38.117958,99999.742188,-99999.742188
478,47.80,0.000001,38.180660,99999.742188,-99999.742188
479,47.90,0.000001,38.160469,99999.742188,-99999.742188
